Run 2 with Seed 43

--- Fold 1/25: Leaving out subject 1 ---
  Epoch 1/50 | Train Loss: 0.1323, Val Loss: 0.2205 | Train Acc: 0.3987, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 2/50 | Train Loss: 0.1088, Val Loss: 0.0779 | Train Acc: 0.4706, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 3/50 | Train Loss: 0.0560, Val Loss: 0.3334 | Train Acc: 0.6601, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 4/50 | Train Loss: 0.0481, Val Loss: 0.3303 | Train Acc: 0.7778, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 5/50 | Train Loss: 0.0724, Val Loss: 0.1382 | Train Acc: 0.7320, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 6/50 | Train Loss: 0.0776, Val Loss: 1.3752 | Train Acc: 0.6405, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 7/50 | Train Loss: 0.0471, Val Loss: 0.5073 | Train Acc: 0.7190, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 8/50 | Train Loss: 0.0609, Val Loss: 0.0702 | Train Acc: 0.6928, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 9/50 | Train Loss: 0.0673, Val Loss: 0.0101 | Train Acc: 0.6928, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 10/50 | Train Loss: 0.0348, Val Loss: 0.0940 | Train Acc: 0.7386, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 11/50 | Train Loss: 0.0377, Val Loss: 0.0303 | Train Acc: 0.7908, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 12/50 | Train Loss: 0.0356, Val Loss: 0.1422 | Train Acc: 0.8562, Val Acc: 0.3333, Val UAR: 0.2500
  Epoch 13/50 | Train Loss: 0.0202, Val Loss: 0.3306 | Train Acc: 0.8562, Val Acc: 0.3333, Val UAR: 0.2500
  Epoch 14/50 | Train Loss: 0.0204, Val Loss: 0.0191 | Train Acc: 0.8170, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 15/50 | Train Loss: 0.0163, Val Loss: 0.0087 | Train Acc: 0.8824, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 16/50 | Train Loss: 0.0196, Val Loss: 0.1895 | Train Acc: 0.8431, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 17/50 | Train Loss: 0.0141, Val Loss: 0.0034 | Train Acc: 0.9020, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 18/50 | Train Loss: 0.0200, Val Loss: 0.1014 | Train Acc: 0.8824, Val Acc: 0.6667, Val UAR: 0.7500
  Epoch 19/50 | Train Loss: 0.0134, Val Loss: 0.3204 | Train Acc: 0.8758, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 20/50 | Train Loss: 0.0083, Val Loss: 0.0762 | Train Acc: 0.9412, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 21/50 | Train Loss: 0.0043, Val Loss: 0.1317 | Train Acc: 0.9412, Val Acc: 0.3333, Val UAR: 0.2500
  Epoch 22/50 | Train Loss: 0.0060, Val Loss: 0.1165 | Train Acc: 0.9673, Val Acc: 0.3333, Val UAR: 0.2500
  Epoch 23/50 | Train Loss: 0.0040, Val Loss: 0.0196 | Train Acc: 0.9542, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 24/50 | Train Loss: 0.0041, Val Loss: 0.0405 | Train Acc: 0.9608, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 25/50 | Train Loss: 0.0094, Val Loss: 0.0203 | Train Acc: 0.9608, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 26/50 | Train Loss: 0.0064, Val Loss: 0.2048 | Train Acc: 0.9804, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 27/50 | Train Loss: 0.0079, Val Loss: 0.2401 | Train Acc: 0.9346, Val Acc: 0.3333, Val UAR: 0.2500
  Epoch 28/50 | Train Loss: 0.0088, Val Loss: 0.0254 | Train Acc: 0.9150, Val Acc: 0.6667, Val UAR: 0.7500
  Epoch 29/50 | Train Loss: 0.0064, Val Loss: 0.0301 | Train Acc: 0.9477, Val Acc: 0.6667, Val UAR: 0.7500
  Epoch 30/50 | Train Loss: 0.0033, Val Loss: 0.0012 | Train Acc: 0.9608, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 31/50 | Train Loss: 0.0085, Val Loss: 0.0011 | Train Acc: 0.9281, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 32/50 | Train Loss: 0.0041, Val Loss: 0.0037 | Train Acc: 0.9673, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 33/50 | Train Loss: 0.0056, Val Loss: 0.0008 | Train Acc: 0.9542, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 34/50 | Train Loss: 0.0010, Val Loss: 0.0007 | Train Acc: 0.9935, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 35/50 | Train Loss: 0.0016, Val Loss: 0.0033 | Train Acc: 0.9739, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 36/50 | Train Loss: 0.0030, Val Loss: 0.0130 | Train Acc: 0.9739, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 37/50 | Train Loss: 0.0026, Val Loss: 0.0131 | Train Acc: 0.9804, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 38/50 | Train Loss: 0.0008, Val Loss: 0.0268 | Train Acc: 1.0000, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 39/50 | Train Loss: 0.0006, Val Loss: 0.0230 | Train Acc: 0.9869, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 40/50 | Train Loss: 0.0019, Val Loss: 0.0136 | Train Acc: 0.9869, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 41/50 | Train Loss: 0.0011, Val Loss: 0.0163 | Train Acc: 0.9869, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 42/50 | Train Loss: 0.0010, Val Loss: 0.0490 | Train Acc: 0.9869, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 43/50 | Train Loss: 0.0007, Val Loss: 0.0296 | Train Acc: 0.9935, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 44/50 | Train Loss: 0.0013, Val Loss: 0.0213 | Train Acc: 0.9804, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 45/50 | Train Loss: 0.0004, Val Loss: 0.0123 | Train Acc: 1.0000, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 46/50 | Train Loss: 0.0005, Val Loss: 0.0182 | Train Acc: 1.0000, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 47/50 | Train Loss: 0.0006, Val Loss: 0.0089 | Train Acc: 1.0000, Val Acc: 1.0000, Val UAR: 1.0000
  Epoch 48/50 | Train Loss: 0.0013, Val Loss: 0.0137 | Train Acc: 0.9804, Val Acc: 1.0000, Val UAR: 1.0000
