
--- Fold 1/10: Test Subject 1 ---
Train samples: 163, Val samples: 20
Epoch 1/40 | Train Loss 0.8442 Acc 0.5951 | Val Loss 0.7493 Acc 0.6500
Epoch 2/40 | Train Loss 0.3031 Acc 0.8773 | Val Loss 1.5197 Acc 0.7500
Epoch 3/40 | Train Loss 0.2193 Acc 0.9325 | Val Loss 3.8658 Acc 0.2500
Epoch 4/40 | Train Loss 0.3864 Acc 0.8773 | Val Loss 13.2519 Acc 0.1500
Epoch 5/40 | Train Loss 0.0983 Acc 0.9448 | Val Loss 1.3989 Acc 0.7000
Epoch 6/40 | Train Loss 0.2045 Acc 0.9387 | Val Loss 4.4333 Acc 0.5500
Epoch 7/40 | Train Loss 0.1416 Acc 0.9509 | Val Loss 1.3375 Acc 0.8500
Epoch 8/40 | Train Loss 0.2876 Acc 0.9264 | Val Loss 2.6131 Acc 0.6000
Epoch 9/40 | Train Loss 0.3599 Acc 0.9080 | Val Loss 1.3124 Acc 0.7500
Epoch 10/40 | Train Loss 0.1045 Acc 0.9693 | Val Loss 0.4172 Acc 0.9000
Epoch 11/40 | Train Loss 0.1390 Acc 0.9632 | Val Loss 0.9124 Acc 0.7500
Epoch 12/40 | Train Loss 0.1616 Acc 0.9387 | Val Loss 1.7903 Acc 0.8000
Epoch 13/40 | Train Loss 0.0629 Acc 0.9632 | Val Loss 0.3156 Acc 0.9500
Epoch 14/40 | Train Loss 0.1426 Acc 0.9632 | Val Loss 3.2115 Acc 0.5500
Epoch 15/40 | Train Loss 0.0408 Acc 0.9877 | Val Loss 1.7735 Acc 0.7500
Epoch 16/40 | Train Loss 0.1122 Acc 0.9571 | Val Loss 1.5773 Acc 0.7000
Epoch 17/40 | Train Loss 0.0228 Acc 0.9877 | Val Loss 3.1225 Acc 0.7000
Epoch 18/40 | Train Loss 0.0321 Acc 0.9693 | Val Loss 2.9821 Acc 0.7000
Epoch 19/40 | Train Loss 0.0228 Acc 0.9877 | Val Loss 1.3368 Acc 0.8500
Epoch 20/40 | Train Loss 0.0853 Acc 0.9816 | Val Loss 0.5494 Acc 0.8500
Epoch 21/40 | Train Loss 0.1051 Acc 0.9693 | Val Loss 0.4840 Acc 0.9000
Epoch 22/40 | Train Loss 0.0270 Acc 0.9939 | Val Loss 0.7300 Acc 0.8500
Epoch 23/40 | Train Loss 0.0014 Acc 1.0000 | Val Loss 2.1670 Acc 0.7000
Epoch 24/40 | Train Loss 0.0066 Acc 1.0000 | Val Loss 1.6118 Acc 0.7500
Epoch 25/40 | Train Loss 0.0018 Acc 1.0000 | Val Loss 0.9868 Acc 0.8500
Epoch 26/40 | Train Loss 0.0686 Acc 0.9816 | Val Loss 1.2138 Acc 0.7500
Epoch 27/40 | Train Loss 0.0864 Acc 0.9816 | Val Loss 2.1665 Acc 0.7500
Epoch 28/40 | Train Loss 0.0167 Acc 0.9939 | Val Loss 0.8972 Acc 0.8000
Epoch 29/40 | Train Loss 0.0032 Acc 1.0000 | Val Loss 0.5509 Acc 0.8500
Epoch 30/40 | Train Loss 0.0063 Acc 1.0000 | Val Loss 0.5750 Acc 0.8500
Epoch 31/40 | Train Loss 0.0061 Acc 0.9939 | Val Loss 0.9275 Acc 0.8000
Epoch 32/40 | Train Loss 0.0033 Acc 1.0000 | Val Loss 0.7345 Acc 0.8000
Epoch 33/40 | Train Loss 0.0031 Acc 1.0000 | Val Loss 0.7709 Acc 0.8000
Epoch 34/40 | Train Loss 0.0033 Acc 1.0000 | Val Loss 0.8585 Acc 0.8000
Epoch 35/40 | Train Loss 0.0497 Acc 0.9816 | Val Loss 0.9425 Acc 0.8000
Epoch 36/40 | Train Loss 0.0064 Acc 0.9939 | Val Loss 0.9844 Acc 0.8000
Epoch 37/40 | Train Loss 0.0010 Acc 1.0000 | Val Loss 1.1181 Acc 0.8000
Epoch 38/40 | Train Loss 0.0008 Acc 1.0000 | Val Loss 1.3718 Acc 0.7500
Epoch 39/40 | Train Loss 0.0020 Acc 1.0000 | Val Loss 1.4704 Acc 0.7500
Epoch 40/40 | Train Loss 0.0012 Acc 1.0000 | Val Loss 1.3159 Acc 0.7500
Fold 1 best Val Acc: 0.9500

--- Fold 2/10: Test Subject 2 ---
Train samples: 164, Val samples: 19
Epoch 1/40 | Train Loss 1.0800 Acc 0.5061 | Val Loss 0.3331 Acc 0.8421
Epoch 2/40 | Train Loss 0.4543 Acc 0.8049 | Val Loss 0.2276 Acc 0.8421
Epoch 3/40 | Train Loss 0.2351 Acc 0.8963 | Val Loss 0.0051 Acc 1.0000
Epoch 4/40 | Train Loss 0.2333 Acc 0.9085 | Val Loss 0.0276 Acc 1.0000
Epoch 5/40 | Train Loss 0.2903 Acc 0.8841 | Val Loss 0.3380 Acc 0.8421
Epoch 6/40 | Train Loss 0.2298 Acc 0.9146 | Val Loss 6.2596 Acc 0.2632
Epoch 7/40 | Train Loss 0.3249 Acc 0.8841 | Val Loss 7.2620 Acc 0.3158
Epoch 8/40 | Train Loss 0.2003 Acc 0.9390 | Val Loss 0.7870 Acc 0.8421
Epoch 9/40 | Train Loss 0.2683 Acc 0.9207 | Val Loss 7.6424 Acc 0.1579
Epoch 10/40 | Train Loss 0.2297 Acc 0.9329 | Val Loss 0.6093 Acc 0.8421
Epoch 11/40 | Train Loss 0.1547 Acc 0.9634 | Val Loss 1.0828 Acc 0.8421
Epoch 12/40 | Train Loss 0.1366 Acc 0.9512 | Val Loss 0.0409 Acc 1.0000
Epoch 13/40 | Train Loss 0.0911 Acc 0.9573 | Val Loss 0.0115 Acc 1.0000
Epoch 14/40 | Train Loss 0.0710 Acc 0.9756 | Val Loss 0.7983 Acc 0.6842
Epoch 15/40 | Train Loss 0.1804 Acc 0.9512 | Val Loss 0.0046 Acc 1.0000
Epoch 16/40 | Train Loss 0.0835 Acc 0.9695 | Val Loss 0.0025 Acc 1.0000
Epoch 17/40 | Train Loss 0.0463 Acc 0.9878 | Val Loss 0.0893 Acc 0.9474
Epoch 18/40 | Train Loss 0.1503 Acc 0.9634 | Val Loss 0.3325 Acc 0.8421
Epoch 19/40 | Train Loss 0.1060 Acc 0.9634 | Val Loss 4.8586 Acc 0.3158
Epoch 20/40 | Train Loss 0.0335 Acc 0.9878 | Val Loss 0.2692 Acc 0.8947
Epoch 21/40 | Train Loss 0.0208 Acc 0.9939 | Val Loss 0.0018 Acc 1.0000
Epoch 22/40 | Train Loss 0.0179 Acc 0.9939 | Val Loss 0.5463 Acc 0.8421
Epoch 23/40 | Train Loss 0.0247 Acc 0.9878 | Val Loss 0.0004 Acc 1.0000
Epoch 24/40 | Train Loss 0.0223 Acc 0.9878 | Val Loss 0.0002 Acc 1.0000
Epoch 25/40 | Train Loss 0.0108 Acc 0.9939 | Val Loss 0.0871 Acc 0.9474
Epoch 26/40 | Train Loss 0.0068 Acc 1.0000 | Val Loss 0.0000 Acc 1.0000
Epoch 27/40 | Train Loss 0.0702 Acc 0.9817 | Val Loss 0.0002 Acc 1.0000
Epoch 28/40 | Train Loss 0.0026 Acc 1.0000 | Val Loss 0.5510 Acc 0.8947
Epoch 29/40 | Train Loss 0.0015 Acc 1.0000 | Val Loss 0.1171 Acc 0.9474
Epoch 30/40 | Train Loss 0.0101 Acc 0.9939 | Val Loss 0.0002 Acc 1.0000
Epoch 31/40 | Train Loss 0.0007 Acc 1.0000 | Val Loss 0.0003 Acc 1.0000
Epoch 32/40 | Train Loss 0.0111 Acc 0.9939 | Val Loss 0.0004 Acc 1.0000
Epoch 33/40 | Train Loss 0.0036 Acc 1.0000 | Val Loss 0.0003 Acc 1.0000
Epoch 34/40 | Train Loss 0.0068 Acc 0.9939 | Val Loss 0.0009 Acc 1.0000
Epoch 35/40 | Train Loss 0.0028 Acc 1.0000 | Val Loss 0.0002 Acc 1.0000
Epoch 36/40 | Train Loss 0.0109 Acc 0.9939 | Val Loss 0.0006 Acc 1.0000
Epoch 37/40 | Train Loss 0.0005 Acc 1.0000 | Val Loss 0.0007 Acc 1.0000
Epoch 38/40 | Train Loss 0.0007 Acc 1.0000 | Val Loss 0.0015 Acc 1.0000
Epoch 39/40 | Train Loss 0.0168 Acc 0.9939 | Val Loss 0.0036 Acc 1.0000
Epoch 40/40 | Train Loss 0.0006 Acc 1.0000 | Val Loss 0.0010 Acc 1.0000
Fold 2 best Val Acc: 1.0000

--- Fold 3/10: Test Subject 3 ---
Train samples: 164, Val samples: 19
Epoch 1/40 | Train Loss 0.8699 Acc 0.6280 | Val Loss 0.5276 Acc 0.7895
Epoch 2/40 | Train Loss 0.3553 Acc 0.8963 | Val Loss 0.0252 Acc 1.0000
Epoch 3/40 | Train Loss 0.3865 Acc 0.8720 | Val Loss 0.0234 Acc 1.0000
Epoch 4/40 | Train Loss 0.2554 Acc 0.9329 | Val Loss 4.0773 Acc 0.1579
Epoch 5/40 | Train Loss 0.4238 Acc 0.8841 | Val Loss 1.8755 Acc 0.7368
Epoch 6/40 | Train Loss 0.3356 Acc 0.9085 | Val Loss 12.5820 Acc 0.3684
Epoch 7/40 | Train Loss 0.3508 Acc 0.9146 | Val Loss 0.0318 Acc 1.0000
Epoch 8/40 | Train Loss 0.3529 Acc 0.9451 | Val Loss 0.1234 Acc 0.9474
Epoch 9/40 | Train Loss 0.0949 Acc 0.9695 | Val Loss 0.0309 Acc 1.0000
Epoch 10/40 | Train Loss 0.2074 Acc 0.9268 | Val Loss 0.9860 Acc 0.5789
Epoch 11/40 | Train Loss 0.1678 Acc 0.9207 | Val Loss 0.8533 Acc 0.8421
Epoch 12/40 | Train Loss 0.2125 Acc 0.9695 | Val Loss 0.2229 Acc 0.8421
Epoch 13/40 | Train Loss 0.1687 Acc 0.9634 | Val Loss 0.4919 Acc 0.8947
