Run 2 with Seed 43

--- Fold 1/25: Leaving out subject 1 ---
  Epoch 1/60 | Train Loss: 0.1595, Val Loss: 0.0767 | Train Acc: 0.4379, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 2/60 | Train Loss: 0.1375, Val Loss: 0.1942 | Train Acc: 0.4118, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 3/60 | Train Loss: 0.1021, Val Loss: 0.2577 | Train Acc: 0.5229, Val Acc: 0.6667, Val UAR: 0.3333
  Epoch 4/60 | Train Loss: 0.0850, Val Loss: 0.1396 | Train Acc: 0.5556, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 5/60 | Train Loss: 0.0955, Val Loss: 0.1009 | Train Acc: 0.6275, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 6/60 | Train Loss: 0.0865, Val Loss: 0.0900 | Train Acc: 0.6405, Val Acc: 0.3333, Val UAR: 0.3333
  Epoch 7/60 | Train Loss: 0.0779, Val Loss: 0.1967 | Train Acc: 0.5556, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 8/60 | Train Loss: 0.1534, Val Loss: 0.2655 | Train Acc: 0.5752, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 9/60 | Train Loss: 0.0991, Val Loss: 0.1071 | Train Acc: 0.5359, Val Acc: 0.3333, Val UAR: 0.3333
  Epoch 10/60 | Train Loss: 0.1168, Val Loss: 0.1056 | Train Acc: 0.6863, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 11/60 | Train Loss: 0.1350, Val Loss: 0.0286 | Train Acc: 0.5490, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 12/60 | Train Loss: 0.0943, Val Loss: 0.2195 | Train Acc: 0.5817, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 13/60 | Train Loss: 0.0881, Val Loss: 1.1748 | Train Acc: 0.6340, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 14/60 | Train Loss: 0.0973, Val Loss: 0.0707 | Train Acc: 0.5817, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 15/60 | Train Loss: 0.0771, Val Loss: 0.1224 | Train Acc: 0.5882, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 16/60 | Train Loss: 0.0699, Val Loss: 0.4242 | Train Acc: 0.5686, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 17/60 | Train Loss: 0.0416, Val Loss: 0.1856 | Train Acc: 0.7386, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 18/60 | Train Loss: 0.0626, Val Loss: 0.7463 | Train Acc: 0.7320, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 19/60 | Train Loss: 0.0465, Val Loss: 0.0519 | Train Acc: 0.7190, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 20/60 | Train Loss: 0.0383, Val Loss: 0.0500 | Train Acc: 0.8039, Val Acc: 0.6667, Val UAR: 0.7500
  Epoch 21/60 | Train Loss: 0.0343, Val Loss: 0.0740 | Train Acc: 0.7778, Val Acc: 0.3333, Val UAR: 0.1667
  Epoch 22/60 | Train Loss: 0.0409, Val Loss: 0.1081 | Train Acc: 0.8170, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 23/60 | Train Loss: 0.0298, Val Loss: 0.2205 | Train Acc: 0.7974, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 24/60 | Train Loss: 0.0342, Val Loss: 0.1302 | Train Acc: 0.7778, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 25/60 | Train Loss: 0.0345, Val Loss: 0.1177 | Train Acc: 0.7974, Val Acc: 0.6667, Val UAR: 0.7500
  Epoch 26/60 | Train Loss: 0.0201, Val Loss: 0.4784 | Train Acc: 0.8497, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 27/60 | Train Loss: 0.0286, Val Loss: 0.1946 | Train Acc: 0.8431, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 28/60 | Train Loss: 0.0180, Val Loss: 0.3327 | Train Acc: 0.8562, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 29/60 | Train Loss: 0.0283, Val Loss: 0.4808 | Train Acc: 0.8627, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 30/60 | Train Loss: 0.0200, Val Loss: 0.5943 | Train Acc: 0.8562, Val Acc: 0.3333, Val UAR: 0.1667
  Epoch 31/60 | Train Loss: 0.0118, Val Loss: 0.1402 | Train Acc: 0.8889, Val Acc: 0.6667, Val UAR: 0.3333
  Epoch 32/60 | Train Loss: 0.0148, Val Loss: 0.0521 | Train Acc: 0.9020, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 33/60 | Train Loss: 0.0108, Val Loss: 0.1050 | Train Acc: 0.9477, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 34/60 | Train Loss: 0.0091, Val Loss: 0.1506 | Train Acc: 0.9281, Val Acc: 0.3333, Val UAR: 0.5000
  Epoch 35/60 | Train Loss: 0.0075, Val Loss: 0.0533 | Train Acc: 0.9085, Val Acc: 0.6667, Val UAR: 0.7500
  Epoch 36/60 | Train Loss: 0.0090, Val Loss: 0.1752 | Train Acc: 0.9216, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 37/60 | Train Loss: 0.0054, Val Loss: 0.1899 | Train Acc: 0.9542, Val Acc: 0.6667, Val UAR: 0.5000
  Epoch 38/60 | Train Loss: 0.0042, Val Loss: 0.1376 | Train Acc: 0.9739, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 39/60 | Train Loss: 0.0027, Val Loss: 0.1451 | Train Acc: 0.9804, Val Acc: 0.0000, Val UAR: 0.0000
  Epoch 40/60 | Train Loss: 0.0054, Val Loss: 0.1662 | Train Acc: 0.9804, Val Acc: 0.0000, Val UAR: 0.0000
